Species Link,Species,Order,Family,Number of recordings,Songs,Calls,Instr.,Juveniles,Undefined,Date of last modification,Download Link
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Haematopus%20ostralegus&Page=1,"Haematopus ostralegus
(Eurasian Oystercatcher)",Charadriiformes,Haematopodidae,16,-,16,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Haematopus%20ostralegus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20schoeniclus&Page=1,"Emberiza schoeniclus
(Common Reed Bunting)",Passeriformes,Emberizidae,119,98,21,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20schoeniclus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Cyanistes%20caeruleus&Page=1,"Cyanistes caeruleus
(Eurasian Blue Tit)",Passeriformes,Paridae,36,15,20,-,1,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Cyanistes%20caeruleus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Chloris%20chloris&Page=1,"Chloris chloris
(European Greenfinch)",Passeriformes,Fringillidae,34,10,24,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Chloris%20chloris
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Chlidonias%20hybrida&Page=1,"Chlidonias hybrida
(Whiskered Tern)",Charadriiformes,Laridae,19,-,19,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Chlidonias%20hybrida
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Bufo%20bufo&Page=1,"Bufo bufo
(Common Toad)",Anura,Bufonidae,4,-,4,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Bufo%20bufo
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Aythya%20fuligula&Page=1,"Aythya fuligula
(Tufted Duck)",Anseriformes,Anatidae,8,-,8,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Aythya%20fuligula
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anthus%20trivialis&Page=1,"Anthus trivialis
(Tree Pipit)",Passeriformes,Motacillidae,44,38,6,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anthus%20trivialis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anthus%20pratensis&Page=1,"Anthus pratensis
(Meadow Pipit)",Passeriformes,Motacillidae,38,20,18,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anthus%20pratensis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Alauda%20arvensis&Page=1,"Alauda arvensis
(Eurasian Skylark)",Passeriformes,Alaudidae,24,18,6,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Alauda%20arvensis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Aegithalos%20caudatus&Page=1,"Aegithalos caudatus
(Long-tailed Tit)",Passeriformes,Aegithalidae,19,2,17,-,-,-,04.03.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Aegithalos%20caudatus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Loxia%20curvirostra&Page=1,"Loxia curvirostra
(Red Crossbill)",Passeriformes,Fringillidae,8,3,5,-,-,-,16.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Loxia%20curvirostra
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Upupa%20epops&Page=1,"Upupa epops
(Eurasian Hoopoe)",Bucerotiformes,Upupidae,16,16,-,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Upupa%20epops
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Turdus%20viscivorus&Page=1,"Turdus viscivorus
(Mistle Thrush)",Passeriformes,Turdidae,61,55,6,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Turdus%20viscivorus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Turdus%20philomelos&Page=1,"Turdus philomelos
(Song Thrush)",Passeriformes,Turdidae,124,111,13,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Turdus%20philomelos
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Tringa%20nebularia&Page=1,"Tringa nebularia
(Common Greenshank)",Charadriiformes,Scolopacidae,11,-,11,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Tringa%20nebularia
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Tringa%20glareola&Page=1,"Tringa glareola
(Wood Sandpiper)",Charadriiformes,Scolopacidae,6,-,6,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Tringa%20glareola
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Sylvia%20nisoria&Page=1,"Sylvia nisoria
(Barred Warbler)",Passeriformes,Sylviidae,39,38,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Sylvia%20nisoria
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Sylvia%20curruca&Page=1,"Sylvia curruca
(Lesser Whitethroat)",Passeriformes,Sylviidae,43,37,6,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Sylvia%20curruca
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Saxicola%20rubetra&Page=1,"Saxicola rubetra
(Whinchat)",Passeriformes,Muscicapidae,79,47,32,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Saxicola%20rubetra
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Regulus%20ignicapilla&Page=1,"Regulus ignicapilla
(Common Firecrest)",Passeriformes,Regulidae,20,16,4,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Regulus%20ignicapilla
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Porzana%20parva&Page=1,"Porzana parva
(Little Crake)",Gruiformes,Rallidae,23,14,9,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Porzana%20parva
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Podiceps%20cristatus&Page=1,"Podiceps cristatus
(Great Crested Grebe)",Podicipediformes,Podicipedidae,27,-,18,-,9,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Podiceps%20cristatus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Picus%20canus&Page=1,"Picus canus
(Grey-headed Woodpecker)",Piciformes,Picidae,54,27,7,13,7,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Picus%20canus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Phylloscopus%20bonelli&Page=1,"Phylloscopus bonelli
(Western Bonelli's Warbler)",Passeriformes,Phylloscopidae,64,54,10,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Phylloscopus%20bonelli
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Oriolus%20oriolus&Page=1,"Oriolus oriolus
(Eurasian Golden Oriole)",Passeriformes,Oriolidae,23,10,12,-,-,1,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Oriolus%20oriolus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Locustella%20naevia&Page=1,"Locustella naevia
(Common Grasshopper Warbler)",Passeriformes,Locustellidae,23,23,-,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Locustella%20naevia
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Locustella%20luscinioides&Page=1,"Locustella luscinioides
(Savi's Warbler)",Passeriformes,Locustellidae,12,11,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Locustella%20luscinioides
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Lanius%20collurio&Page=1,"Lanius collurio
(Red-backed Shrike)",Passeriformes,Laniidae,16,2,14,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Lanius%20collurio
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Gallinago%20gallinago&Page=1,"Gallinago gallinago
(Common Snipe)",Charadriiformes,Scolopacidae,14,9,5,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Gallinago%20gallinago
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Fulica%20atra&Page=1,"Fulica atra
(Eurasian Coot)",Gruiformes,Rallidae,59,-,43,1,15,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Fulica%20atra
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Ficedula%20hypoleuca&Page=1,"Ficedula hypoleuca
(European Pied Flycatcher)",Passeriformes,Muscicapidae,44,38,6,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Ficedula%20hypoleuca
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Emberiza%20calandra&Page=1,"Emberiza calandra
(Corn Bunting)",Passeriformes,Emberizidae,68,63,5,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Emberiza%20calandra
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Dendrocopos%20minor&Page=1,"Dendrocopos minor
(Lesser Spotted Woodpecker)",Piciformes,Picidae,28,4,1,23,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Dendrocopos%20minor
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Coccothraustes%20coccothraustes&Page=1,"Coccothraustes coccothraustes
(Hawfinch)",Passeriformes,Fringillidae,19,3,16,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Coccothraustes%20coccothraustes
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Certhia%20familiaris&Page=1,"Certhia familiaris
(Eurasian Treecreeper)",Passeriformes,Certhiidae,22,15,5,-,2,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Certhia%20familiaris
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Asio%20otus&Page=1,"Asio otus
(Long-eared Owl)",Strigiformes,Strigidae,70,18,7,-,45,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Asio%20otus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anas%20querquedula&Page=1,"Anas querquedula
(Garganey)",Anseriformes,Anatidae,7,-,7,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anas%20querquedula
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anas%20penelope&Page=1,"Anas penelope
(Eurasian Wigeon)",Anseriformes,Anatidae,12,-,12,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anas%20penelope
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Actitis%20hypoleucos&Page=1,"Actitis hypoleucos
(Common Sandpiper)",Charadriiformes,Scolopacidae,7,1,3,-,3,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Actitis%20hypoleucos
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Acrocephalus%20schoenobaenus&Page=1,"Acrocephalus schoenobaenus
(Sedge Warbler)",Passeriformes,Acrocephalidae,19,19,-,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Acrocephalus%20schoenobaenus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Acrocephalus%20arundinaceus&Page=1,"Acrocephalus arundinaceus
(Great Reed Warbler)",Passeriformes,Acrocephalidae,59,53,6,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Acrocephalus%20arundinaceus
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Accipiter%20gentilis&Page=1,"Accipiter gentilis
(Northern Goshawk)",Accipitriformes,Accipitridae,5,-,4,-,1,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Accipiter%20gentilis
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Gryllus%20campestris&Page=1,"Gryllus campestris
(Field cricket)",Orthoptera,Gryllidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Gryllus%20campestris
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Gryllotalpa%20gryllotalpa&Page=1,"Gryllotalpa gryllotalpa
(European mole cricket )",Orthoptera,Gryllotalpidae,2,-,2,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Gryllotalpa%20gryllotalpa
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Bufo%20calamita&Page=1,"Bufo calamita
(Natterjack Toad)",Anura,Bufonidae,3,-,3,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Bufo%20calamita
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Bombina%20bombina&Page=1,"Bombina bombina
(European Fire-bellied Toad)",Anura,Discoglossidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Bombina%20bombina
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Alytes%20obstetricans&Page=1,"Alytes obstetricans
(Common midwife toad)",Anura,Discoglossidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Alytes%20obstetricans
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Luscinia%20svecica&Page=1,"Luscinia svecica
(Bluethroat)",Passeriformes,Muscicapidae,7,7,-,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Luscinia%20svecica
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Lanius%20minor&Page=1,"Lanius minor
(Lesser Grey Shrike)",Passeriformes,Laniidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Lanius%20minor
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Lanius%20excubitor&Page=1,"Lanius excubitor
(Great Grey Shrike)",Passeriformes,Laniidae,2,2,-,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Lanius%20excubitor
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Calidris%20alpina&Page=1,"Calidris alpina
(Dunlin)",Charadriiformes,Scolopacidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Calidris%20alpina
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Aquila%20chrysaetos&Page=1,"Aquila chrysaetos
(Golden Eagle)",Accipitriformes,Accipitridae,1,-,-,-,1,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Aquila%20chrysaetos
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anthus%20spinoletta&Page=1,"Anthus spinoletta
(Water Pipit)",Passeriformes,Motacillidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anthus%20spinoletta
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anthus%20campestris&Page=1,"Anthus campestris
(Tawny Pipit)",Passeriformes,Motacillidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anthus%20campestris
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Anas%20acuta&Page=1,"Anas acuta
(Northern Pintail)",Anseriformes,Anatidae,1,-,1,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Anas%20acuta
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Acrocephalus%20melanopogon&Page=1,"Acrocephalus melanopogon
(Moustached Warbler)",Passeriformes,Acrocephalidae,2,-,2,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Acrocephalus%20melanopogon
https://www.tierstimmenarchiv.de/RefSys/Species.php?PHPSESSID=2r983p6i4fov1oqv9a3b3qcn92&Species=Capreolus%20capreolus&Page=1,"Capreolus capreolus
(European Roe)",Artiodactyla,Cervidae,17,-,17,-,-,-,15.01.2015,https://www.tierstimmenarchiv.de/RefSys/downloadSpecies.php?&Species=Capreolus%20capreolus
